ID,Category,Type,Gender,Season,Occasion,Material,Color,Price Range,Age Group,Sleeve Length,Fit Type,Pattern,Brand
468,Seasonal,Hoodie,Unisex,Monsoon,Casual,Denim,Yellow,Low,Adults,Half,Loose Fit,Striped,Adidas
469,Traditional,Lehenga,Women,Summer,Wedding,Wool,Green,Medium,Kids,Half,Slim Fit,Striped,Nike
470,Traditional,Saree,Women,All,Festive,Wool,Red,High,Kids,Sleeveless,Slim Fit,Checked,Adidas
471,Western,Shirt,Men,Winter,Office,Nylon,Grey,Medium,Kids,Full,Loose Fit,Checked,FabIndia
472,Western,Shirt,Men,Summer,Office,Polyester,Pink,Low,Teens,Half,Slim Fit,Solid,Adidas
473,Traditional,Sherwani,Men,Winter,Festive,Silk,Pink,High,Seniors,Full,Slim Fit,Checked,Nike
474,Western,T-Shirt,Men,Winter,Casual,Denim,Grey,Low,Kids,Sleeveless,Loose Fit,Solid,Levi's
475,Western,Shirt,Men,Summer,Office,Wool,Green,Medium,Teens,Sleeveless,Slim Fit,Striped,H&M
476,Western,Shirt,Men,Monsoon,Office,Wool,White,Low,Kids,Full,Loose Fit,Embroidered,FabIndia
477,Traditional,Kurta Pajama,Men,All,Casual,Polyester,Pink,Medium,Teens,Half,Slim Fit,Striped,FabIndia
478,Western,Jeans,Unisex,Winter,Casual,Polyester,Yellow,High,Seniors,Full,Loose Fit,Solid,Adidas
479,Seasonal,Raincoat,Unisex,Monsoon,Travel,Polyester,Black,High,Kids,Full,Slim Fit,Checked,Adidas
480,Western,Jeans,Unisex,Winter,Casual,Wool,White,High,Teens,Half,Slim Fit,Embroidered,Zara
481,Western,Shirt,Men,Winter,Office,Silk,White,Low,Kids,Sleeveless,Loose Fit,Printed,Local
482,Seasonal,Raincoat,Unisex,Winter,Travel,Nylon,Red,Medium,Teens,Half,Slim Fit,Checked,Zara
483,Western,T-Shirt,Men,Winter,Casual,Wool,Red,Low,Kids,Full,Regular Fit,Embroidered,Levi's
484,Traditional,Kurta Pajama,Men,Winter,Casual,Silk,White,Medium,Teens,Half,Loose Fit,Checked,H&M
485,Traditional,Kurti,Women,Summer,Festive,Polyester,Pink,Low,Seniors,Sleeveless,Loose Fit,Printed,FabIndia
486,Western,Jeans,Unisex,Monsoon,Casual,Nylon,Blue,Medium,Seniors,Full,Regular Fit,Striped,Nike
487,Traditional,Kurta Pajama,Men,Monsoon,Casual,Silk,Pink,Medium,Teens,Half,Loose Fit,Embroidered,Nike
488,Traditional,Lehenga,Women,All,Wedding,Polyester,White,Medium,Teens,Sleeveless,Regular Fit,Checked,FabIndia
489,Western,Formal Suit,Men,Monsoon,Party,Polyester,Red,High,Teens,Half,Regular Fit,Striped,Nike
490,Traditional,Kurti,Women,Summer,Festive,Cotton,Red,Medium,Teens,Half,Regular Fit,Printed,Levi's
491,Traditional,Salwar Kameez,Women,Summer,Office,Nylon,Pink,Low,Kids,Sleeveless,Loose Fit,Printed,Zara
492,Traditional,Saree,Women,Summer,Festive,Cotton,White,High,Adults,Half,Regular Fit,Embroidered,Nike
493,Seasonal,Jacket,Unisex,Monsoon,Travel,Nylon,Green,Medium,Kids,Sleeveless,Regular Fit,Printed,Adidas
494,Traditional,Kurti,Women,Winter,Festive,Wool,Pink,High,Adults,Sleeveless,Loose Fit,Printed,Local
495,Western,T-Shirt,Men,Summer,Casual,Cotton,Red,Medium,Teens,Sleeveless,Slim Fit,Solid,H&M
496,Traditional,Sherwani,Men,Summer,Festive,Silk,White,Medium,Kids,Full,Slim Fit,Printed,Levi's
497,Western,Jeans,Unisex,Winter,Casual,Nylon,Red,Medium,Teens,Half,Regular Fit,Checked,Adidas
498,Western,Jeans,Unisex,Monsoon,Casual,Silk,Blue,Medium,Kids,Half,Loose Fit,Embroidered,Adidas
499,Traditional,Salwar Kameez,Women,Monsoon,Office,Denim,Green,High,Teens,Half,Regular Fit,Embroidered,Nike
500,Traditional,Saree,Women,Winter,Festive,Linen,Blue,Medium,Seniors,Full,Regular Fit,Striped,Nike
501,Western,Jeans,Unisex,Summer,Casual,Polyester,Pink,High,Adults,Sleeveless,Loose Fit,Embroidered,H&M
502,Seasonal,Jacket,Unisex,Winter,Travel,Wool,Red,High,Adults,Sleeveless,Slim Fit,Embroidered,H&M
503,Traditional,Salwar Kameez,Women,Winter,Office,Cotton,Yellow,Medium,Seniors,Sleeveless,Regular Fit,Printed,Local
504,Western,Jeans,Unisex,Summer,Casual,Nylon,Grey,Medium,Seniors,Full,Loose Fit,Solid,Local
505,Seasonal,Jacket,Unisex,All,Travel,Linen,Green,Medium,Kids,Half,Slim Fit,Embroidered,Levi's
506,Seasonal,Jacket,Unisex,Winter,Travel,Silk,Pink,High,Kids,Half,Loose Fit,Solid,Nike
507,Traditional,Salwar Kameez,Women,Monsoon,Office,Polyester,Black,High,Teens,Full,Loose Fit,Embroidered,Zara
508,Seasonal,Raincoat,Unisex,Winter,Travel,Denim,White,High,Teens,Full,Regular Fit,Printed,Zara
509,Western,Formal Suit,Men,Monsoon,Party,Denim,Red,Low,Teens,Sleeveless,Regular Fit,Embroidered,Local
510,Western,T-Shirt,Men,Summer,Casual,Denim,Yellow,Medium,Adults,Sleeveless,Regular Fit,Solid,Zara
511,Western,Jeans,Unisex,Winter,Casual,Linen,Pink,Low,Teens,Half,Slim Fit,Solid,FabIndia
512,Traditional,Salwar Kameez,Women,All,Office,Denim,Red,High,Seniors,Half,Regular Fit,Solid,H&M
513,Traditional,Salwar Kameez,Women,All,Office,Linen,Black,High,Adults,Half,Loose Fit,Embroidered,Nike
514,Seasonal,Raincoat,Unisex,All,Travel,Polyester,Black,Medium,Kids,Half,Loose Fit,Striped,FabIndia
515,Western,Formal Suit,Men,Summer,Party,Linen,Green,High,Seniors,Full,Slim Fit,Printed,H&M
516,Traditional,Kurta Pajama,Men,All,Casual,Polyester,Red,High,Kids,Full,Regular Fit,Checked,Levi's
517,Traditional,Kurta Pajama,Men,All,Casual,Cotton,Grey,Medium,Seniors,Half,Regular Fit,Embroidered,Local
518,Traditional,Sherwani,Men,Monsoon,Festive,Nylon,Pink,High,Seniors,Half,Regular Fit,Printed,Adidas
519,Western,Jeans,Unisex,Winter,Casual,Linen,Red,High,Seniors,Half,Regular Fit,Checked,Local
520,Traditional,Kurta Pajama,Men,Winter,Casual,Wool,Red,Low,Adults,Half,Loose Fit,Solid,Zara
521,Traditional,Kurti,Women,All,Festive,Linen,Black,Medium,Adults,Half,Regular Fit,Striped,Adidas
522,Traditional,Kurti,Women,All,Festive,Nylon,Yellow,Medium,Seniors,Sleeveless,Slim Fit,Striped,Nike
523,Seasonal,Raincoat,Unisex,All,Travel,Polyester,Red,Medium,Seniors,Full,Slim Fit,Checked,Adidas
524,Western,Jeans,Unisex,Winter,Casual,Polyester,Blue,Low,Seniors,Half,Loose Fit,Striped,Levi's
525,Western,Shirt,Men,Winter,Office,Nylon,Yellow,Low,Adults,Half,Regular Fit,Solid,Adidas
526,Seasonal,Hoodie,Unisex,Monsoon,Casual,Linen,Black,Low,Adults,Half,Loose Fit,Printed,Levi's
527,Western,Formal Suit,Men,Winter,Party,Wool,Green,Medium,Adults,Half,Regular Fit,Striped,Zara
528,Western,Jeans,Unisex,Winter,Casual,Wool,Blue,Low,Kids,Half,Slim Fit,Solid,Nike
529,Traditional,Saree,Women,All,Festive,Polyester,Pink,Medium,Teens,Half,Slim Fit,Printed,Local
530,Western,T-Shirt,Men,Monsoon,Casual,Denim,White,Medium,Kids,Half,Regular Fit,Printed,FabIndia
531,Western,Formal Suit,Men,Summer,Party,Wool,Blue,Low,Kids,Sleeveless,Loose Fit,Embroidered,H&M
532,Western,Jeans,Unisex,Winter,Casual,Cotton,White,Medium,Seniors,Sleeveless,Regular Fit,Printed,Zara
533,Seasonal,Jacket,Unisex,Summer,Travel,Wool,Yellow,Medium,Teens,Sleeveless,Slim Fit,Checked,FabIndia
534,Traditional,Salwar Kameez,Women,Monsoon,Office,Silk,Yellow,High,Kids,Full,Loose Fit,Printed,Adidas
535,Traditional,Kurti,Women,Winter,Festive,Polyester,Blue,Medium,Teens,Full,Regular Fit,Embroidered,Local
536,Western,Formal Suit,Men,All,Party,Polyester,Black,Low,Seniors,Sleeveless,Regular Fit,Striped,Levi's
537,Western,Jeans,Unisex,All,Casual,Wool,Yellow,Low,Seniors,Half,Regular Fit,Embroidered,Adidas
538,Western,Formal Suit,Men,Winter,Party,Cotton,Pink,High,Teens,Sleeveless,Slim Fit,Checked,FabIndia
539,Traditional,Salwar Kameez,Women,Summer,Office,Denim,White,High,Teens,Half,Slim Fit,Printed,Nike
540,Seasonal,Jacket,Unisex,Monsoon,Travel,Denim,Pink,High,Seniors,Half,Slim Fit,Embroidered,Nike
541,Western,Shirt,Men,Monsoon,Office,Polyester,Black,Low,Kids,Sleeveless,Loose Fit,Striped,Levi's
542,Seasonal,Raincoat,Unisex,Winter,Travel,Nylon,Green,Low,Kids,Sleeveless,Slim Fit,Printed,Adidas
543,Traditional,Kurta Pajama,Men,Winter,Casual,Wool,White,High,Kids,Sleeveless,Slim Fit,Solid,Nike
544,Traditional,Kurta Pajama,Men,Winter,Casual,Linen,White,High,Kids,Full,Slim Fit,Solid,Zara
545,Western,T-Shirt,Men,Winter,Casual,Nylon,Green,High,Adults,Full,Loose Fit,Solid,Nike
546,Seasonal,Raincoat,Unisex,Summer,Travel,Linen,Pink,High,Kids,Full,Slim Fit,Embroidered,Adidas
547,Western,Shirt,Men,Monsoon,Office,Wool,Black,Low,Teens,Half,Loose Fit,Solid,FabIndia
548,Traditional,Salwar Kameez,Women,Winter,Office,Nylon,Grey,Low,Adults,Sleeveless,Regular Fit,Striped,Zara
549,Seasonal,Jacket,Unisex,Winter,Travel,Cotton,Yellow,High,Kids,Half,Slim Fit,Printed,H&M
550,Traditional,Sherwani,Men,Summer,Festive,Denim,Red,High,Seniors,Sleeveless,Loose Fit,Checked,FabIndia
551,Western,Jeans,Unisex,Summer,Casual,Cotton,White,Low,Kids,Half,Loose Fit,Striped,Levi's
552,Traditional,Sherwani,Men,Summer,Festive,Polyester,Yellow,Medium,Adults,Full,Slim Fit,Solid,Nike
553,Traditional,Sherwani,Men,Monsoon,Festive,Linen,Red,Low,Kids,Half,Slim Fit,Embroidered,Levi's
554,Western,Jeans,Unisex,Monsoon,Casual,Denim,Green,Low,Seniors,Half,Loose Fit,Striped,FabIndia
555,Seasonal,Hoodie,Unisex,All,Casual,Wool,Green,Medium,Adults,Full,Loose Fit,Embroidered,Adidas
556,Seasonal,Raincoat,Unisex,Summer,Travel,Wool,Blue,High,Teens,Sleeveless,Loose Fit,Checked,H&M
557,Traditional,Kurta Pajama,Men,Summer,Casual,Wool,Yellow,Low,Teens,Full,Regular Fit,Solid,Adidas
558,Traditional,Sherwani,Men,Summer,Festive,Silk,Blue,Medium,Seniors,Half,Regular Fit,Printed,Nike
559,Western,Formal Suit,Men,All,Party,Denim,Green,High,Kids,Full,Loose Fit,Embroidered,Local
560,Seasonal,Jacket,Unisex,Winter,Travel,Nylon,Grey,High,Kids,Sleeveless,Slim Fit,Checked,Zara
561,Western,Formal Suit,Men,Monsoon,Party,Cotton,White,Medium,Seniors,Full,Slim Fit,Checked,FabIndia
562,Seasonal,Jacket,Unisex,All,Travel,Linen,Black,Medium,Seniors,Half,Slim Fit,Solid,Levi's
563,Seasonal,Raincoat,Unisex,Summer,Travel,Denim,White,High,Kids,Full,Slim Fit,Embroidered,Adidas
564,Traditional,Salwar Kameez,Women,All,Office,Silk,Blue,Medium,Adults,Full,Slim Fit,Solid,Local
565,Traditional,Kurti,Women,Winter,Festive,Wool,Pink,Low,Kids,Sleeveless,Slim Fit,Printed,Levi's
566,Western,Jeans,Unisex,Winter,Casual,Linen,Blue,High,Adults,Full,Loose Fit,Checked,Local
567,Western,Shirt,Men,All,Office,Nylon,Black,Medium,Kids,Half,Regular Fit,Striped,Nike
568,Traditional,Lehenga,Women,Winter,Wedding,Nylon,Yellow,Low,Teens,Half,Regular Fit,Embroidered,Levi's
569,Seasonal,Jacket,Unisex,Winter,Travel,Polyester,Green,Medium,Kids,Full,Slim Fit,Striped,Nike
570,Traditional,Kurti,Women,Summer,Festive,Denim,Grey,Low,Kids,Full,Loose Fit,Solid,Nike
571,Western,Jeans,Unisex,Summer,Casual,Denim,Black,Low,Teens,Half,Regular Fit,Checked,Adidas
572,Traditional,Sherwani,Men,Summer,Festive,Cotton,Blue,Low,Adults,Half,Regular Fit,Solid,Adidas
573,Western,Shirt,Men,Monsoon,Office,Cotton,Yellow,Low,Teens,Half,Regular Fit,Checked,Local
574,Traditional,Sherwani,Men,All,Festive,Silk,Pink,High,Adults,Sleeveless,Slim Fit,Striped,Zara
575,Seasonal,Jacket,Unisex,Winter,Travel,Silk,Red,Low,Seniors,Half,Slim Fit,Striped,Local
576,Seasonal,Hoodie,Unisex,Summer,Casual,Nylon,White,Medium,Kids,Half,Regular Fit,Checked,Nike
577,Traditional,Salwar Kameez,Women,Monsoon,Office,Wool,Red,High,Adults,Sleeveless,Slim Fit,Embroidered,Levi's
578,Traditional,Sherwani,Men,Monsoon,Festive,Denim,Pink,Medium,Adults,Full,Slim Fit,Checked,FabIndia
579,Traditional,Sherwani,Men,All,Festive,Wool,Black,Low,Adults,Full,Slim Fit,Checked,Local
580,Traditional,Kurti,Women,Winter,Festive,Polyester,Blue,Medium,Seniors,Sleeveless,Loose Fit,Embroidered,Nike
581,Traditional,Saree,Women,Summer,Festive,Linen,Blue,High,Adults,Full,Slim Fit,Checked,FabIndia
582,Western,Jeans,Unisex,Monsoon,Casual,Denim,Blue,Medium,Adults,Sleeveless,Loose Fit,Solid,Local
583,Seasonal,Jacket,Unisex,Summer,Travel,Wool,Yellow,Medium,Seniors,Sleeveless,Regular Fit,Printed,Local
584,Traditional,Kurti,Women,Winter,Festive,Linen,Grey,Low,Teens,Sleeveless,Regular Fit,Printed,Zara
585,Western,Formal Suit,Men,All,Party,Silk,White,Medium,Teens,Half,Loose Fit,Striped,Nike
586,Western,T-Shirt,Men,All,Casual,Cotton,White,Low,Seniors,Half,Loose Fit,Embroidered,FabIndia
587,Seasonal,Raincoat,Unisex,All,Travel,Denim,Blue,High,Adults,Full,Slim Fit,Striped,Levi's
588,Western,T-Shirt,Men,Winter,Casual,Denim,Yellow,Low,Seniors,Full,Regular Fit,Striped,FabIndia
589,Traditional,Lehenga,Women,Summer,Wedding,Polyester,Red,Low,Teens,Sleeveless,Slim Fit,Printed,Adidas
590,Traditional,Sherwani,Men,Monsoon,Festive,Linen,White,High,Seniors,Half,Loose Fit,Solid,Adidas
591,Western,T-Shirt,Men,Summer,Casual,Nylon,Yellow,Low,Seniors,Half,Regular Fit,Solid,FabIndia
592,Traditional,Kurta Pajama,Men,All,Casual,Linen,White,Medium,Kids,Full,Loose Fit,Printed,H&M
593,Western,Shirt,Men,Winter,Office,Denim,White,Medium,Kids,Half,Loose Fit,Printed,Zara
594,Traditional,Kurti,Women,Monsoon,Festive,Silk,White,Low,Adults,Half,Loose Fit,Printed,Zara
595,Seasonal,Raincoat,Unisex,Summer,Travel,Nylon,Grey,Low,Seniors,Sleeveless,Regular Fit,Striped,H&M
596,Western,Formal Suit,Men,Winter,Party,Linen,Red,Low,Seniors,Half,Slim Fit,Checked,Adidas
597,Seasonal,Hoodie,Unisex,Summer,Casual,Cotton,Pink,Medium,Adults,Sleeveless,Slim Fit,Solid,Zara
598,Western,Shirt,Men,All,Office,Cotton,Green,Medium,Kids,Sleeveless,Loose Fit,Embroidered,Levi's
599,Traditional,Sherwani,Men,Winter,Festive,Nylon,Grey,Low,Seniors,Sleeveless,Slim Fit,Solid,Levi's
600,Traditional,Saree,Women,All,Festive,Wool,Black,Low,Seniors,Sleeveless,Regular Fit,Checked,Levi's
601,Traditional,Kurti,Women,Summer,Festive,Nylon,Pink,Low,Seniors,Full,Slim Fit,Striped,Adidas
602,Western,Shirt,Men,All,Office,Linen,Pink,High,Adults,Full,Regular Fit,Printed,Local
603,Traditional,Lehenga,Women,Winter,Wedding,Wool,Grey,Low,Adults,Full,Slim Fit,Solid,FabIndia
604,Western,Jeans,Unisex,Monsoon,Casual,Polyester,Grey,High,Teens,Full,Loose Fit,Striped,FabIndia
605,Traditional,Sherwani,Men,Monsoon,Festive,Silk,Blue,Low,Teens,Sleeveless,Loose Fit,Embroidered,Adidas
606,Seasonal,Jacket,Unisex,All,Travel,Denim,Black,Low,Adults,Sleeveless,Loose Fit,Solid,Nike
607,Western,Formal Suit,Men,Monsoon,Party,Polyester,Yellow,Low,Kids,Half,Loose Fit,Printed,Levi's
608,Western,Shirt,Men,Summer,Office,Silk,Blue,Medium,Adults,Full,Loose Fit,Solid,Nike
609,Traditional,Kurti,Women,All,Festive,Silk,Pink,Low,Teens,Half,Slim Fit,Embroidered,Local
610,Western,Jeans,Unisex,Winter,Casual,Cotton,Grey,High,Teens,Half,Loose Fit,Printed,Nike
611,Western,Shirt,Men,Monsoon,Office,Cotton,Yellow,High,Adults,Half,Loose Fit,Checked,H&M
612,Western,Formal Suit,Men,All,Party,Cotton,Red,High,Adults,Half,Loose Fit,Checked,Adidas
613,Traditional,Sherwani,Men,All,Festive,Wool,Yellow,Low,Kids,Sleeveless,Loose Fit,Checked,Nike
614,Traditional,Sherwani,Men,Summer,Festive,Nylon,Red,High,Kids,Sleeveless,Slim Fit,Solid,Adidas
615,Traditional,Sherwani,Men,Monsoon,Festive,Linen,Green,High,Teens,Sleeveless,Slim Fit,Checked,Levi's
616,Traditional,Sherwani,Men,Monsoon,Festive,Nylon,White,High,Kids,Full,Slim Fit,Striped,Local
617,Seasonal,Raincoat,Unisex,All,Travel,Silk,Pink,High,Seniors,Half,Regular Fit,Embroidered,Local
618,Seasonal,Hoodie,Unisex,Monsoon,Casual,Nylon,Pink,Medium,Seniors,Half,Regular Fit,Printed,Nike
619,Western,Formal Suit,Men,Monsoon,Party,Linen,Red,Low,Seniors,Half,Loose Fit,Striped,Local
620,Traditional,Salwar Kameez,Women,All,Office,Cotton,Red,Medium,Teens,Full,Regular Fit,Embroidered,FabIndia
621,Seasonal,Jacket,Unisex,Summer,Travel,Denim,Grey,Medium,Teens,Half,Slim Fit,Striped,Local
622,Seasonal,Jacket,Unisex,Monsoon,Travel,Silk,Black,Low,Adults,Half,Slim Fit,Printed,H&M
623,Traditional,Kurta Pajama,Men,All,Casual,Wool,Pink,Medium,Teens,Full,Loose Fit,Striped,Local
624,Traditional,Lehenga,Women,Monsoon,Wedding,Linen,Black,Low,Kids,Sleeveless,Slim Fit,Striped,Zara
625,Traditional,Lehenga,Women,Monsoon,Wedding,Silk,Yellow,Low,Teens,Full,Loose Fit,Printed,Levi's
626,Western,T-Shirt,Men,Winter,Casual,Wool,Grey,Medium,Adults,Full,Slim Fit,Solid,Local
627,Western,Formal Suit,Men,Monsoon,Party,Linen,Pink,Low,Teens,Half,Regular Fit,Solid,FabIndia
628,Traditional,Kurti,Women,All,Festive,Denim,Grey,Medium,Adults,Half,Loose Fit,Solid,Zara
629,Western,Jeans,Unisex,Summer,Casual,Linen,Red,High,Teens,Half,Slim Fit,Embroidered,Local
630,Western,T-Shirt,Men,All,Casual,Nylon,Blue,Medium,Kids,Full,Loose Fit,Printed,Local
631,Western,Shirt,Men,All,Office,Linen,Blue,Medium,Kids,Sleeveless,Loose Fit,Embroidered,Nike
632,Western,Formal Suit,Men,Summer,Party,Denim,Grey,Medium,Kids,Half,Regular Fit,Embroidered,FabIndia
633,Seasonal,Jacket,Unisex,Monsoon,Travel,Denim,Green,Medium,Teens,Sleeveless,Slim Fit,Solid,H&M
634,Western,Formal Suit,Men,Winter,Party,Denim,Red,High,Adults,Full,Slim Fit,Embroidered,FabIndia
635,Western,Shirt,Men,All,Office,Silk,Pink,High,Kids,Sleeveless,Slim Fit,Checked,H&M
636,Traditional,Kurti,Women,Winter,Festive,Silk,Red,High,Teens,Full,Slim Fit,Checked,FabIndia
637,Western,Formal Suit,Men,Winter,Party,Denim,Yellow,Low,Kids,Half,Loose Fit,Solid,Adidas
638,Traditional,Sherwani,Men,All,Festive,Wool,Grey,High,Teens,Full,Loose Fit,Striped,Levi's
639,Traditional,Sherwani,Men,Summer,Festive,Wool,White,High,Seniors,Half,Slim Fit,Striped,H&M
640,Western,Jeans,Unisex,Monsoon,Casual,Cotton,Pink,Medium,Adults,Sleeveless,Regular Fit,Solid,Adidas
641,Seasonal,Raincoat,Unisex,Winter,Travel,Wool,Red,Medium,Kids,Half,Slim Fit,Checked,Levi's
642,Western,Formal Suit,Men,Winter,Party,Cotton,Blue,Medium,Seniors,Sleeveless,Regular Fit,Printed,Local
643,Seasonal,Jacket,Unisex,Summer,Travel,Nylon,Yellow,High,Adults,Half,Slim Fit,Checked,Adidas
644,Western,Formal Suit,Men,Monsoon,Party,Wool,Grey,Low,Kids,Full,Loose Fit,Solid,Local
645,Western,T-Shirt,Men,Summer,Casual,Linen,Grey,High,Teens,Sleeveless,Slim Fit,Embroidered,FabIndia
646,Seasonal,Hoodie,Unisex,All,Casual,Polyester,Green,Low,Adults,Full,Slim Fit,Embroidered,Adidas
647,Western,Formal Suit,Men,Winter,Party,Cotton,Yellow,High,Adults,Sleeveless,Slim Fit,Striped,H&M
648,Western,Shirt,Men,Monsoon,Office,Cotton,Black,Medium,Adults,Full,Regular Fit,Striped,Nike
649,Traditional,Salwar Kameez,Women,Winter,Office,Linen,Pink,High,Adults,Half,Loose Fit,Striped,Zara
650,Traditional,Kurti,Women,Winter,Festive,Cotton,Yellow,High,Kids,Full,Regular Fit,Striped,Nike
651,Western,Shirt,Men,All,Office,Linen,Grey,Low,Kids,Half,Slim Fit,Checked,FabIndia
652,Seasonal,Raincoat,Unisex,All,Travel,Polyester,Black,Medium,Teens,Full,Slim Fit,Embroidered,Local
653,Traditional,Saree,Women,Winter,Festive,Wool,Green,Medium,Seniors,Full,Slim Fit,Solid,Adidas
654,Western,Formal Suit,Men,Monsoon,Party,Linen,Grey,Medium,Adults,Half,Loose Fit,Striped,FabIndia
655,Traditional,Lehenga,Women,All,Wedding,Polyester,Yellow,Medium,Adults,Full,Loose Fit,Solid,Local
656,Traditional,Saree,Women,Monsoon,Festive,Linen,White,High,Teens,Half,Loose Fit,Checked,Zara
657,Western,Shirt,Men,All,Office,Denim,Black,Low,Adults,Sleeveless,Regular Fit,Checked,Zara
658,Western,Formal Suit,Men,Monsoon,Party,Wool,Green,Medium,Teens,Half,Slim Fit,Solid,Local
659,Traditional,Kurta Pajama,Men,Monsoon,Casual,Nylon,Yellow,High,Kids,Half,Slim Fit,Checked,Adidas
660,Western,Jeans,Unisex,All,Casual,Cotton,Yellow,Medium,Adults,Sleeveless,Regular Fit,Solid,Local
661,Western,T-Shirt,Men,Summer,Casual,Denim,Grey,Medium,Kids,Half,Slim Fit,Embroidered,H&M
662,Western,Shirt,Men,Monsoon,Office,Nylon,Grey,Low,Seniors,Half,Loose Fit,Striped,FabIndia
663,Traditional,Lehenga,Women,Winter,Wedding,Nylon,Green,Low,Adults,Half,Regular Fit,Embroidered,Local
664,Seasonal,Jacket,Unisex,Summer,Travel,Nylon,Black,High,Seniors,Full,Loose Fit,Solid,Local
665,Western,Shirt,Men,Monsoon,Office,Polyester,Grey,High,Kids,Half,Slim Fit,Striped,Levi's
666,Seasonal,Hoodie,Unisex,Summer,Casual,Denim,Grey,High,Kids,Sleeveless,Slim Fit,Embroidered,FabIndia
667,Traditional,Sherwani,Men,Summer,Festive,Cotton,White,High,Kids,Full,Slim Fit,Striped,Adidas
668,Western,Jeans,Unisex,All,Casual,Wool,Grey,Medium,Kids,Half,Slim Fit,Solid,Nike
669,Seasonal,Hoodie,Unisex,Monsoon,Casual,Cotton,Blue,Low,Adults,Sleeveless,Loose Fit,Striped,Nike
670,Traditional,Sherwani,Men,All,Festive,Silk,Grey,Low,Seniors,Sleeveless,Slim Fit,Printed,FabIndia
671,Seasonal,Jacket,Unisex,All,Travel,Cotton,White,High,Kids,Full,Regular Fit,Printed,Levi's
672,Traditional,Kurti,Women,Winter,Festive,Linen,Yellow,High,Kids,Full,Slim Fit,Checked,H&M
673,Western,Formal Suit,Men,Monsoon,Party,Silk,Green,Medium,Kids,Sleeveless,Regular Fit,Checked,Zara
674,Seasonal,Raincoat,Unisex,All,Travel,Polyester,Green,Low,Seniors,Sleeveless,Slim Fit,Embroidered,Local
675,Traditional,Sherwani,Men,Monsoon,Festive,Denim,Grey,Medium,Kids,Full,Loose Fit,Striped,FabIndia
676,Seasonal,Jacket,Unisex,Summer,Travel,Cotton,Grey,Low,Kids,Sleeveless,Slim Fit,Solid,FabIndia
677,Traditional,Lehenga,Women,All,Wedding,Nylon,Yellow,High,Teens,Sleeveless,Loose Fit,Embroidered,Adidas
678,Western,Jeans,Unisex,Summer,Casual,Cotton,White,High,Seniors,Sleeveless,Loose Fit,Printed,H&M
679,Western,T-Shirt,Men,Winter,Casual,Polyester,Pink,Low,Teens,Full,Loose Fit,Solid,Nike
680,Traditional,Kurti,Women,All,Festive,Silk,Pink,Low,Seniors,Full,Regular Fit,Striped,Local
681,Seasonal,Hoodie,Unisex,Summer,Casual,Cotton,Pink,Medium,Seniors,Full,Regular Fit,Printed,H&M
682,Seasonal,Jacket,Unisex,Winter,Travel,Silk,Pink,Medium,Teens,Half,Regular Fit,Embroidered,Adidas
683,Western,Formal Suit,Men,Summer,Party,Polyester,White,Low,Adults,Sleeveless,Regular Fit,Checked,FabIndia
684,Western,T-Shirt,Men,Winter,Casual,Wool,Yellow,Medium,Teens,Half,Regular Fit,Embroidered,FabIndia
685,Western,Formal Suit,Men,All,Party,Silk,Black,Low,Adults,Sleeveless,Slim Fit,Striped,H&M
686,Western,Jeans,Unisex,All,Casual,Cotton,White,Medium,Kids,Full,Loose Fit,Striped,Nike
687,Seasonal,Raincoat,Unisex,All,Travel,Nylon,White,High,Adults,Sleeveless,Regular Fit,Striped,Adidas
688,Seasonal,Jacket,Unisex,All,Travel,Denim,White,Low,Adults,Sleeveless,Loose Fit,Solid,Adidas
689,Western,T-Shirt,Men,Winter,Casual,Linen,Blue,Medium,Kids,Half,Slim Fit,Checked,Zara
690,Seasonal,Jacket,Unisex,Winter,Travel,Wool,Grey,Medium,Seniors,Full,Loose Fit,Striped,Local
691,Traditional,Salwar Kameez,Women,All,Office,Denim,Pink,Medium,Kids,Full,Slim Fit,Solid,Zara
692,Western,Shirt,Men,Summer,Office,Denim,Green,Medium,Seniors,Half,Slim Fit,Embroidered,Local
693,Seasonal,Hoodie,Unisex,Winter,Casual,Wool,Black,High,Seniors,Half,Loose Fit,Checked,Levi's
694,Traditional,Kurti,Women,Summer,Festive,Nylon,White,High,Kids,Sleeveless,Regular Fit,Striped,Levi's
695,Seasonal,Jacket,Unisex,Summer,Travel,Wool,Pink,High,Adults,Half,Loose Fit,Printed,Levi's
696,Traditional,Salwar Kameez,Women,Winter,Office,Nylon,Black,High,Teens,Sleeveless,Loose Fit,Solid,Local
697,Western,T-Shirt,Men,All,Casual,Polyester,Blue,Low,Seniors,Sleeveless,Slim Fit,Solid,Zara
698,Western,Shirt,Men,Summer,Office,Polyester,Black,Medium,Kids,Full,Regular Fit,Checked,Adidas
699,Traditional,Salwar Kameez,Women,All,Office,Silk,Pink,Medium,Seniors,Sleeveless,Regular Fit,Solid,FabIndia
700,Western,Jeans,Unisex,Monsoon,Casual,Denim,White,High,Teens,Half,Regular Fit,Printed,Adidas
701,Western,Jeans,Unisex,Summer,Casual,Wool,Yellow,Low,Kids,Half,Loose Fit,Solid,FabIndia
702,Traditional,Salwar Kameez,Women,Winter,Office,Wool,Green,High,Kids,Half,Regular Fit,Printed,Local
